################################################################################
# Atomic force comparison (ordered by atom index).
################################################################################
# Col  Name  Description
################################################################################
# 1    conf  Configuration index (starting with 1).
# 2    index Atom index (starting with 1).
# 3    fxRef Reference force in x direction.
# 4    fyRef Reference force in y direction.
# 5    fzRef Reference force in z direction.
# 6    fx    Force in x direction.
# 7    fy    Force in y direction.
# 8    fz    Force in z direction.
###########################################################################################################################################################################
#        1          2                        3                        4                        5                        6                        7                        8
#     conf      index                    fxRef                    fyRef                    fzRef                       fx                       fy                       fz
###########################################################################################################################################################################
         1        241   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        242   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        243   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        244   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        245   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        246   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        247   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        248   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        249   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        250   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        251   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        252   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        253   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        254   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        255   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        256   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        257   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        258   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        259   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        260   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        261   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        262   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        263   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        264   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        265   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        266   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        267   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        268   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        269   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        270   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        271   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        272   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        273   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        274   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        275   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        276   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        277   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        278   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        279   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        280   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        281   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        282   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        283   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        284   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        285   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        286   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        287   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        288   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        289   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        290   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        291   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        292   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        293   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        294   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        295   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        296   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        297   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        298   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        299   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        300   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        301   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        302   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        303   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        304   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        305   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        306   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        307   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        308   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        309   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        310   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        311   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        312   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        313   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        314   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        315   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        316   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        317   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        318   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        319   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        320   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        321   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        322   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        323   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        324   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        325   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        326   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        327   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        328   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        329   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        330   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        331   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        332   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        333   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        334   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        335   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        336   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        337   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        338   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        339   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        340   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        341   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        342   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        343   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        344   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        345   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        346   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        347   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        348   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        349   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        350   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        351   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        352   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        353   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        354   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        355   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        356   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        357   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        358   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        359   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        360   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        361   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        362   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        363   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        364   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        365   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        366   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        367   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        368   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        369   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        370   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        371   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        372   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        373   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        374   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        375   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        376   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        377   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        378   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        379   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        380   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        381   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        382   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        383   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        384   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2          1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2          2   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2          3   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2          4   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2          5   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2          6   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2          7   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2          8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2          9   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         10   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         11   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         12   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         13   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         14   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         15   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         16   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         17   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         18   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         19   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         20   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         21   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         22   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         23   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         24   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         25   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         26   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         27   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         28   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         29   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         30   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         31   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         32   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         33   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         34   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         35   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         36   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         37   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         38   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         39   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         40   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         41   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         42   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         43   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         44   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         45   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         46   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         47   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         48   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         49   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         50   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         51   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         52   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         53   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         54   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         55   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         56   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         57   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         58   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         59   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         60   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         61   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         62   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         63   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         64   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         65   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         66   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         67   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         68   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         69   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         70   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         71   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         72   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         73   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         74   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         75   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         76   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         77   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         78   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         79   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         80   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         81   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         82   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         83   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         84   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         85   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         86   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         87   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         88   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         89   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         90   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         91   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         92   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         93   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         94   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         95   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         96   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         97   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         98   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2         99   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2        100   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         2        101   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
